query,notfound,_id,_score,symbol
58530,,58530,26.31847,LY6G6D
79136,,79136,26.31847,LY6G6E
259215,,259215,26.31847,LY6G6F
4062,,4062,25.52669,LY6H
54742,,54742,26.31847,LY6K
4065,,4065,26.31847,LY75
9450,,9450,26.31847,LY86
4063,,4063,25.52669,LY9
23643,,23643,25.52669,LY96
55646,,55646,25.52669,LYAR
129530,,129530,26.31847,LYG1
254773,,254773,26.31847,LYG2
4066,,4066,26.31847,LYL1
4067,,4067,25.525448,LYN
66004,,66004,25.525448,LYNX1
116372,,116372,25.52669,LYPD1
137797,,137797,26.317228,LYPD2
27076,,27076,25.52669,LYPD3
147719,,147719,26.31847,LYPD4
284348,,284348,26.31847,LYPD5
130574,,130574,26.31847,LYPD6
130576,,130576,26.31847,LYPD6B
10434,,10434,26.31847,LYPLA1
11313,,11313,26.31847,LYPLA2
653639,,653639,8.489829,LYPLA2P1
127018,,127018,26.31847,LYPLAL1
57149,,57149,26.31847,LYRM1
57226,,57226,26.31847,LYRM2
57128,,57128,26.31847,LYRM4
144363,,144363,26.31847,ETFRF1
90624,,90624,26.31847,LYRM7
388695,,388695,26.31847,LYSMD1
256586,,256586,26.31847,LYSMD2
116068,,116068,26.31847,LYSMD3
145748,,145748,26.31847,LYSMD4
1130,,1130,26.31847,LYST
10894,,10894,25.52669,LYVE1
4069,,4069,26.31847,LYZ
84569,,84569,26.31847,LYZL1
119180,,119180,26.31847,LYZL2
131375,,131375,26.31847,LYZL4
57151,,57151,26.31847,LYZL6
84328,,84328,25.52669,LZIC
54585,,54585,25.52669,LZTFL1
8216,,8216,26.31847,LZTR1
11178,,11178,25.52669,LZTS1
84445,,84445,26.31847,LZTS2
4074,,4074,26.317228,M6PR
4081,,4081,26.317228,MAB21L1
10586,,10586,26.31847,MAB21L2
346389,,346389,25.52669,MACC1
23499,,23499,25.52669,MACF1
28992,,28992,26.31847,MACROD1
140733,,140733,26.31847,MACROD2
8379,,8379,25.52669,MAD1L1
4085,,4085,25.52669,MAD2L1
9587,,9587,26.31847,MAD2L1BP
10459,,10459,25.52669,MAD2L2
8174,,8174,26.31847,MADCAM1
8567,,8567,26.31847,MADD
10296,,10296,26.31847,MAEA
84944,,84944,25.52669,MAEL
84232,,84232,25.52669,MAF1
4094,,4094,25.52669,MAF
389692,,389692,26.31847,MAFA
9935,,9935,25.52669,MAFB
23764,,23764,25.52669,MAFF
4097,,4097,25.525448,MAFG
7975,,7975,25.525448,MAFK
4099,,4099,25.525448,MAG
4109,,4109,26.31847,MAGEA10
4110,,4110,26.31847,MAGEA11
4111,,4111,25.52669,MAGEA12
4100,,4100,26.31847,MAGEA1
4101,,4101,26.31847,MAGEA2
4102,,4102,26.31847,MAGEA3
4103,,4103,26.31847,MAGEA4
4104,,4104,8.489829,MAGEA5P
4105,,4105,26.31847,MAGEA6
4107,,4107,25.52669,MAGEA8
728269,,728269,26.31847,MAGEA9B
139422,,139422,26.31847,MAGEB10
4112,,4112,26.31847,MAGEB1
139604,,139604,26.31847,MAGEB16
286514,,286514,26.31847,MAGEB18
4113,,4113,26.31847,MAGEB2
4114,,4114,26.31847,MAGEB3
4115,,4115,26.31847,MAGEB4
158809,,158809,26.31847,MAGEB6
9947,,9947,26.31847,MAGEC1
51438,,51438,26.31847,MAGEC2
139081,,139081,26.31847,MAGEC3
9500,,9500,26.31847,MAGED1
10916,,10916,26.31847,MAGED2
728239,,728239,26.31847,MAGED4
81557,,81557,26.31847,MAGED4B
57692,,57692,26.31847,MAGEE1
139599,,139599,26.31847,MAGEE2
64110,,64110,26.31847,MAGEF1
28986,,28986,25.52669,MAGEH1
54551,,54551,26.31847,MAGEL2
9223,,9223,26.31847,MAGI1
9863,,9863,25.525448,MAGI2
260425,,260425,26.317228,MAGI3
79917,,79917,26.31847,MAGIX
4116,,4116,25.52669,MAGOH
55110,,55110,25.52669,MAGOHB
84061,,84061,25.52669,MAGT1
84549,,84549,26.31847,MAK16
4117,,4117,25.52669,MAK
114569,,114569,25.52669,MAL2
4118,,4118,25.52669,MAL
378938,,378938,25.52669,MALAT1
7851,,7851,26.31847,MALL
10892,,10892,25.52669,MALT1
256691,,256691,26.31847,MAMDC2
158056,,158056,25.52669,MAMDC4
9794,,9794,25.52669,MAML1
84441,,84441,25.52669,MAML2
55534,,55534,25.52669,MAML3
10046,,10046,26.31847,MAMLD1
284358,,284358,26.31847,MAMSTR
4121,,4121,26.31847,MAN1A1
10905,,10905,26.31847,MAN1A2
11253,,11253,26.31847,MAN1B1
57134,,57134,25.52669,MAN1C1
4124,,4124,25.52669,MAN2A1
4122,,4122,26.31847,MAN2A2
4125,,4125,26.31847,MAN2B1
23324,,23324,26.31847,MAN2B2
4123,,4123,26.317228,MAN2C1
4126,,4126,26.317228,MANBA
63905,,63905,26.317228,MANBAL
79694,,79694,26.31847,MANEA
149175,,149175,26.31847,MANEAL
7873,,7873,26.31847,MANF
54682,,54682,26.31847,MANSC1
4128,,4128,25.525448,MAOA
4129,,4129,25.525448,MAOB
4130,,4130,26.317228,MAP1A
4131,,4131,25.52669,MAP1B
254042,,254042,26.31847,METAP1D
84557,,84557,25.52669,MAP1LC3A
643246,,643246,26.31847,MAP1LC3B2
81631,,81631,25.52669,MAP1LC3B
440738,,440738,26.31847,MAP1LC3C
55201,,55201,25.52669,MAP1S
4133,,4133,26.31847,MAP2
5604,,5604,25.52669,MAP2K1
5605,,5605,25.52669,MAP2K2
5606,,5606,25.52669,MAP2K3
6416,,6416,25.52669,MAP2K4
5607,,5607,25.52669,MAP2K5
5608,,5608,25.52669,MAP2K6
5609,,5609,25.52669,MAP2K7
4294,,4294,25.52669,MAP3K10
4296,,4296,25.52669,MAP3K11
7786,,7786,25.52669,MAP3K12
9175,,9175,25.52669,MAP3K13
4214,,4214,25.52669,MAP3K1
9020,,9020,25.525448,MAP3K14
389840,,389840,25.52669,MAP3K15
10746,,10746,25.52669,MAP3K2
4215,,4215,25.52669,MAP3K3
4216,,4216,25.52669,MAP3K4
4217,,4217,25.52669,MAP3K5
9064,,9064,25.52669,MAP3K6
6885,,6885,25.52669,MAP3K7
1326,,1326,25.52669,MAP3K8
4293,,4293,25.52669,MAP3K9
4134,,4134,25.52669,MAP4
11184,,11184,25.52669,MAP4K1
5871,,5871,25.52669,MAP4K2
8491,,8491,25.52669,MAP4K3
9448,,9448,25.52669,MAP4K4
11183,,11183,25.52669,MAP4K5
4135,,4135,26.31847,MAP6
79929,,79929,26.31847,MAP6D1
9053,,9053,26.317228,MAP7
55700,,55700,25.52669,MAP7D1
256714,,256714,26.31847,MAP7D2
79649,,79649,26.31847,MAP7D3
79884,,79884,25.52669,MAP9
5602,,5602,25.52669,MAPK10
5600,,5600,25.52669,MAPK11
6300,,6300,25.52669,MAPK12
5603,,5603,25.52669,MAPK13
1432,,1432,25.52669,MAPK14
225689,,225689,25.52669,MAPK15
5594,,5594,25.52669,MAPK1
93487,,93487,26.31847,MAPK1IP1L
5595,,5595,25.52669,MAPK3
5596,,5596,25.525448,MAPK4
5597,,5597,25.525448,MAPK6
5598,,5598,25.52669,MAPK7
5599,,5599,25.52669,MAPK8
9479,,9479,25.52669,MAPK8IP1
23542,,23542,26.31847,MAPK8IP2
23162,,23162,26.31847,MAPK8IP3
5601,,5601,25.52669,MAPK9
79109,,79109,25.52669,MAPKAP1
9261,,9261,25.52669,MAPKAPK2
7867,,7867,25.52669,MAPKAPK3
8550,,8550,25.52669,MAPKAPK5
23005,,23005,26.31847,MAPKBP1
8649,,8649,25.52669,LAMTOR3
22919,,22919,25.52669,MAPRE1
10982,,10982,26.31847,MAPRE2
22924,,22924,26.31847,MAPRE3
4137,,4137,25.52669,MAPT
162333,,162333,26.31847,MARCHF10
441061,,441061,26.31847,MARCHF11
55016,,55016,26.31847,MARCHF1
51257,,51257,25.52669,MARCHF2
115123,,115123,26.31847,MARCHF3
57574,,57574,26.31847,MARCHF4
54708,,54708,26.31847,MARCHF5
10299,,10299,26.31847,MARCHF6
64844,,64844,26.31847,MARCHF7
220972,,220972,26.31847,MARCHF8
92979,,92979,26.31847,MARCHF9
4082,,4082,26.317228,MARCKS
65108,,65108,26.31847,MARCKSL1
8685,,8685,26.31847,MARCO
4139,,4139,25.52669,MARK1
2011,,2011,25.52669,MARK2
4140,,4140,25.52669,MARK3
57787,,57787,25.52669,MARK4
92935,,92935,26.31847,MARS2
4141,,4141,26.31847,MARS1
83742,,83742,26.31847,MARVELD1
153562,,153562,25.52669,MARVELD2
91862,,91862,26.31847,MARVELD3
4142,,4142,26.31847,MAS1
116511,,116511,26.31847,MAS1L
5648,,5648,25.52669,MASP1
10747,,10747,25.52669,MASP2
22983,,22983,25.52669,MAST1
23139,,23139,25.52669,MAST2
23031,,23031,25.525448,MAST3
375449,,375449,25.52669,MAST4
84930,,84930,25.52669,MASTL
4143,,4143,25.52669,MAT1A
4144,,4144,25.52669,MAT2A
27430,,27430,25.52669,MAT2B
4145,,4145,25.52669,MATK
4146,,4146,26.317228,MATN1
4147,,4147,26.317228,MATN2
4148,,4148,26.317228,MATN3
8785,,8785,26.31847,MATN4
9782,,9782,26.31847,MATR3
57506,,57506,25.52669,MAVS
4149,,4149,25.52669,MAX
4150,,4150,26.31847,MAZ
4151,,4151,25.52669,MB
4152,,4152,25.52669,MBD1
8932,,8932,25.52669,MBD2
53615,,53615,25.52669,MBD3
85509,,85509,26.31847,MBD3L1
125997,,125997,26.31847,MBD3L2
284428,,284428,26.31847,MBD3L5
8930,,8930,25.52669,MBD4
55777,,55777,26.31847,MBD5
114785,,114785,26.31847,MBD6
51562,,51562,25.52669,MBIP
8512,,8512,8.489829,MBL1P
4153,,4153,25.52669,MBL2
255374,,255374,25.52669,MBLAC1
153364,,153364,25.52669,MBLAC2
4154,,4154,25.52669,MBNL1
10150,,10150,26.31847,MBNL2
55796,,55796,26.31847,MBNL3
154141,,154141,26.31847,MBOAT1
129642,,129642,25.52669,MBOAT2
619373,,619373,25.52669,MBOAT4
79143,,79143,26.31847,MBOAT7
4155,,4155,25.525448,MBP
54799,,54799,25.525448,MBTD1
8720,,8720,26.31847,MBTPS1
51360,,51360,26.31847,MBTPS2
4157,,4157,25.52669,MC1R
4158,,4158,25.52669,MC2R
4159,,4159,26.31847,MC3R
4160,,4160,25.52669,MC4R
4161,,4161,26.31847,MC5R
4162,,4162,25.52669,MCAM
92014,,92014,26.31847,SLC25A51
147407,,147407,26.31847,SLC25A52
442229,,442229,8.4894285,SLC25A51P1
401612,,401612,26.31847,SLC25A53
27349,,27349,26.31847,MCAT
4163,,4163,25.52669,MCC
56922,,56922,25.52669,MCCC1
64087,,64087,25.525448,MCCC2
401250,,401250,26.317228,MCCD1
84693,,84693,26.31847,MCEE
4168,,4168,25.52669,MCF2
23101,,23101,25.52669,MCF2L2
23263,,23263,26.31847,MCF2L
90411,,90411,26.31847,MCFD2
2847,,2847,26.31847,MCHR1
84539,,84539,26.31847,MCHR2
4170,,4170,25.52669,MCL1
55388,,55388,26.31847,MCM10
4171,,4171,25.52669,MCM2
4172,,4172,25.52669,MCM3
8888,,8888,26.31847,MCM3AP
114044,,114044,25.52669,MCM3AP-AS1
4173,,4173,25.52669,MCM4
4174,,4174,25.52669,MCM5
4175,,4175,25.52669,MCM6
4176,,4176,25.52669,MCM7
84515,,84515,26.31847,MCM8
254394,,254394,26.317228,MCM9
57192,,57192,25.52669,MCOLN1
255231,,255231,26.31847,MCOLN2
55283,,55283,26.31847,MCOLN3
79648,,79648,25.52669,MCPH1
10445,,10445,25.52669,MCRS1
79772,,79772,26.31847,MCTP1
55784,,55784,26.31847,MCTP2
28985,,28985,26.317228,MCTS1
9656,,9656,25.525448,MDC1
4188,,4188,26.31847,MDFI
29969,,29969,26.31847,MDFIC
266727,,266727,25.52669,MDGA1
161357,,161357,25.52669,MDGA2
4190,,4190,25.52669,MDH1
130752,,130752,26.31847,MDH1B
4191,,4191,26.31847,MDH2
4192,,4192,26.31847,MDK
56890,,56890,26.31847,MDM1
4193,,4193,25.52669,MDM2
4194,,4194,25.52669,MDM4
23195,,23195,25.52669,MDN1
145553,,145553,25.52669,MDP1
259283,,259283,26.31847,MDS2
4199,,4199,26.31847,ME1
4200,,4200,26.31847,ME2
10873,,10873,26.31847,ME3
4201,,4201,26.31847,MEA1
64769,,64769,25.52669,MEAF6
2122,,2122,26.31847,MECOM
4204,,4204,25.52669,MECP2
51102,,51102,26.31847,MECR
84246,,84246,25.52669,MED10
400569,,400569,25.52669,MED11
9968,,9968,26.31847,MED12
116931,,116931,26.31847,MED12L
9969,,9969,25.52669,MED13
23389,,23389,26.317228,MED13L
9282,,9282,25.525448,MED14
5469,,5469,25.525448,MED1
51586,,51586,25.525448,MED15
10025,,10025,25.52669,MED16
9440,,9440,25.52669,MED17
54797,,54797,25.52669,MED18
219541,,219541,25.52669,MED19
9477,,9477,25.52669,MED20
9412,,9412,25.52669,MED21
6837,,6837,25.52669,MED22
9439,,9439,25.52669,MED23
9862,,9862,25.52669,MED24
81857,,81857,25.52669,MED25
9441,,9441,25.52669,MED26
9442,,9442,25.52669,MED27
80306,,80306,25.52669,MED28
55588,,55588,25.52669,MED29
90390,,90390,25.52669,MED30
51003,,51003,25.52669,MED31
29079,,29079,25.52669,MED4
10001,,10001,25.52669,MED6
9443,,9443,25.52669,MED7
112950,,112950,25.52669,MED8
55090,,55090,25.52669,MED9
4205,,4205,25.52669,MEF2A
100271849,,100271849,26.31847,MEF2B
4208,,4208,25.52669,MEF2C
4209,,4209,25.52669,MEF2D
4210,,4210,25.52669,MEFV
55384,,55384,25.52669,MEG3
79104,,79104,26.31847,MEG8
84466,,84466,26.31847,MEGF10
84465,,84465,26.31847,MEGF11
1953,,1953,26.31847,MEGF6
1954,,1954,26.31847,MEGF8
1955,,1955,26.31847,MEGF9
150365,,150365,26.31847,MEI1
644890,,644890,26.31847,MEIG1
4211,,4211,25.52669,MEIS1
4212,,4212,25.52669,MEIS2
56917,,56917,26.31847,MEIS3
4213,,4213,8.489829,MEIS3P1
9833,,9833,25.52669,MELK
51072,,51072,26.317228,MEMO1
4221,,4221,25.52669,MEN1
4222,,4222,26.31847,MEOX1
4223,,4223,25.525448,MEOX2
4224,,4224,26.317228,MEP1A
4225,,4225,26.31847,MEP1B
56257,,56257,26.31847,MEPCE
56955,,56955,26.31847,MEPE
10461,,10461,25.52669,MERTK
59274,,59274,26.31847,TLNRD1
23184,,23184,26.31847,MESD
55897,,55897,26.31847,MESP1
145873,,145873,26.31847,MESP2
4232,,4232,26.31847,MEST
317751,,317751,26.31847,MESTIT1
4233,,4233,25.52669,MET
23173,,23173,26.31847,METAP1
10988,,10988,26.31847,METAP2
79006,,79006,26.317228,METRN
284207,,284207,26.317228,METRNL
79066,,79066,26.31847,METTL16
64745,,64745,26.31847,METTL17
196074,,196074,26.31847,METTL15
399818,,399818,26.31847,EEF1AKMT2
28989,,28989,26.31847,NTMT1
149281,,149281,25.52669,NTMT2
751071,,751071,26.31847,CSKMT
51603,,51603,26.31847,METTL13
4234,,4234,26.31847,METTL1
57721,,57721,25.52669,METTL14
339175,,339175,26.31847,METTL2A
55798,,55798,26.317228,METTL2B
56339,,56339,25.525448,METTL3
64863,,64863,26.317228,METTL4
29081,,29081,25.52669,METTL5
131965,,131965,26.31847,METTL6
25840,,25840,25.52669,METTL7A
196410,,196410,25.52669,METTL7B
79828,,79828,25.52669,METTL8
51108,,51108,26.31847,METTL9
92312,,92312,25.52669,MEX3A
84206,,84206,26.31847,MEX3B
51320,,51320,26.31847,MEX3C
399664,,399664,26.31847,MEX3D
4236,,4236,26.31847,MFAP1
4237,,4237,25.52669,MFAP2
4238,,4238,26.31847,MFAP3
9848,,9848,26.31847,MFAP3L
4239,,4239,26.31847,MFAP4
8076,,8076,26.31847,MFAP5
56947,,56947,26.31847,MFF
4240,,4240,26.31847,MFGE8
9258,,9258,26.31847,MFHAS1
4241,,4241,26.31847,MELTF
55669,,55669,25.52669,MFN1
9927,,9927,25.52669,MFN2
4242,,4242,26.31847,MFNG
83552,,83552,25.52669,MFRP
10227,,10227,26.31847,MFSD10
79157,,79157,26.31847,MFSD11
64747,,64747,25.52669,MFSD1
84879,,84879,25.52669,MFSD2A
388931,,388931,25.525448,MFSD2B
113655,,113655,26.31847,MFSD3
148808,,148808,26.317228,MFSD4A
84975,,84975,26.317228,MFSD5
54842,,54842,26.31847,MFSD6
162387,,162387,26.31847,MFSD6L
84179,,84179,26.31847,SLC49A3
256471,,256471,25.52669,MFSD8
84804,,84804,26.317228,MFSD9
23269,,23269,26.317228,MGA
8972,,8972,25.52669,MGAM
4245,,4245,26.31847,MGAT1
4247,,4247,25.52669,MGAT2
4248,,4248,26.31847,MGAT3
11320,,11320,26.31847,MGAT4A
11282,,11282,26.31847,MGAT4B
25834,,25834,26.31847,MGAT4C
4249,,4249,25.52669,MGAT5
146664,,146664,26.31847,MGAT5B
84815,,84815,26.31847,MGC12916
84793,,84793,26.31847,FOXD2-AS1
84983,,84983,26.31847,FAM222A-AS1
197003,,197003,26.31847,MGC15885
85009,,85009,26.31847,MGC16025
84848,,84848,26.31847,MIR503HG
84849,True,,,
85001,,85001,26.31847,MGC16275
114130,True,,,
113691,,113691,8.489829,TUBA3FP
389741,,389741,26.31847,GLIDR
196872,,196872,26.31847,LINC00638
197187,,197187,26.31847,SNAI3-AS1
219557,,219557,26.31847,TEX47
149047,,149047,26.31847,MGC27382
65996,,65996,8.489829,CENPBD2P
84789,,84789,26.31847,MGC2889
51237,,51237,26.31847,MZB1
154089,,154089,26.31847,LINC01312
81854,,81854,26.317228,ZNF205-AS1
167359,,167359,25.52669,NIM1K
79100,,79100,26.317228,LINC00626
90768,,90768,26.31847,TENM3-AS1
401884,True,,,
414919,,414919,26.31847,C8orf82
389538,,389538,26.31847,CCZ1P-OR7E38P
256227,,256227,26.31847,STEAP1B
10724,,10724,26.31847,OGA
11343,,11343,25.52669,MGLL
4255,,4255,25.52669,MGMT
4256,,4256,26.317228,MGP
23295,,23295,26.317228,MGRN1
4257,,4257,25.52669,MGST1
4258,,4258,25.52669,MGST2
4259,,4259,25.52669,MGST3
117153,True,,,
375056,,375056,26.31847,MIA3
8190,,8190,26.31847,MIA
440823,,440823,26.31847,MIAT
57534,,57534,26.31847,MIB1
142678,,142678,26.31847,MIB2
4276,True,,,
64780,,64780,26.31847,MICAL1
9645,,9645,25.52669,MICAL2
57553,,57553,26.31847,MICAL3
84953,True,,,
85377,,85377,25.52669,MICALL1
79778,,79778,26.31847,MICALL2
4277,,4277,26.31847,MICB
4281,,4281,26.31847,MID1
58526,,58526,25.52669,MID1IP1
11043,,11043,26.317228,MID2
90007,,90007,26.317228,MIDN
57708,,57708,25.525448,MIER1
54531,,54531,26.31847,MIER2
166968,,166968,26.31847,MIER3
4282,,4282,25.52669,MIF
57409,,57409,25.52669,MIF4GD
60672,,60672,26.31847,MIIP
100073347,,100073347,26.31847,MIMT1
84864,,84864,26.31847,RIOX2
50488,,50488,25.52669,MINK1
9562,,9562,26.31847,MINPP1
54468,,54468,25.52669,MIOS
55586,,55586,26.31847,MIOX
4284,,4284,25.52669,MIP
4285,,4285,26.31847,MIPEP
145282,,145282,26.31847,MIPOL1
114614,,114614,26.31847,MIR155HG
407975,,407975,26.31847,MIR17HG
79003,,79003,26.31847,MIS12
129531,,129531,26.31847,MITD1
4286,,4286,25.52669,MITF
83881,,83881,26.31847,MIXL1
4288,,4288,25.52669,MKI67
84365,,84365,26.31847,NIFK
8195,,8195,25.52669,MKKS
57591,,57591,25.52669,MRTFA
57496,,57496,26.31847,MRTFB
4289,,4289,26.31847,MKLN1
8569,,8569,25.52669,MKNK1
2872,,2872,25.52669,MKNK2
23608,,23608,26.317228,MKRN1
23609,,23609,25.52669,MKRN2
7681,,7681,26.31847,MKRN3
54903,,54903,26.31847,MKS1
283078,,283078,25.525448,MKX
2315,,2315,26.31847,MLANA
23209,,23209,26.31847,MLC1
9761,,9761,25.52669,MLEC
4291,,4291,25.52669,MLF1
79682,,79682,26.31847,CENPU
8079,,8079,26.31847,MLF2
4292,,4292,25.52669,MLH1
27030,,27030,25.525448,MLH3
197259,,197259,25.52669,MLKL
8085,,8085,25.52669,KMT2D
58508,,58508,25.525448,KMT2C
4297,,4297,25.52669,KMT2A
9757,,9757,25.52669,KMT2B
55904,,55904,26.31847,KMT2E
8028,,8028,25.52669,MLLT10
10962,,10962,26.31847,MLLT11
4298,,4298,25.52669,MLLT1
4300,,4300,25.52669,MLLT3
4301,,4301,26.31847,AFDN
4302,,4302,25.52669,MLLT6
4295,,4295,26.31847,MLN
2862,,2862,26.31847,MLNR
79083,,79083,26.31847,MLPH
64223,,64223,25.52669,MLST8
6945,,6945,25.52669,MLX
22877,,22877,26.31847,MLXIP
51085,,51085,25.52669,MLXIPL
23417,,23417,26.31847,MLYCD
166785,,166785,25.52669,MMAA
326625,,326625,26.31847,MMAB
25974,,25974,25.52669,MMACHC
27249,,27249,26.317228,MMADHC
221938,,221938,26.31847,MMD2
23531,,23531,26.31847,MMD
4311,,4311,25.52669,MME
79258,,79258,25.52669,MMEL1
93380,,93380,25.52669,MMGT1
4319,,4319,26.31847,MMP10
4320,,4320,26.317228,MMP11
4321,,4321,26.31847,MMP12
4322,,4322,26.31847,MMP13
4312,,4312,25.52669,MMP1
4323,,4323,25.52669,MMP14
4324,,4324,26.31847,MMP15
4325,,4325,26.31847,MMP16
4326,,4326,25.52669,MMP17
4327,,4327,25.52669,MMP19
9313,,9313,26.31847,MMP20
118856,,118856,26.31847,MMP21
8511,,8511,8.489829,MMP23A
8510,,8510,26.317228,MMP23B
10893,,10893,26.31847,MMP24
4313,,4313,25.52669,MMP2
64386,,64386,26.31847,MMP25
56547,,56547,26.31847,MMP26
64066,,64066,26.317228,MMP27
79148,,79148,25.52669,MMP28
4314,,4314,26.31847,MMP3
4316,,4316,25.52669,MMP7
4317,,4317,26.31847,MMP8
4318,,4318,25.52669,MMP9
22915,,22915,25.52669,MMRN1
79812,,79812,25.52669,MMRN2
64210,,64210,25.52669,MMS19
4330,,4330,26.31847,MN1
4331,,4331,25.52669,MNAT1
84057,,84057,26.31847,MND1
4332,,4332,26.31847,MNDA
55329,,55329,26.31847,MNS1
4335,,4335,26.31847,MNT
3110,,3110,26.31847,MNX1
64112,,64112,25.52669,MOAP1
81532,,81532,25.52669,MOB2
92597,,92597,25.525448,MOB1B
55233,,55233,25.52669,MOB1A
126308,,126308,25.52669,MOB3A
79817,,79817,25.52669,MOB3B
148932,,148932,25.525448,MOB3C
25843,,25843,25.52669,MOB4
4336,,4336,26.31847,MOBP
55034,,55034,26.31847,MOCOS
4337,,4337,25.525448,MOCS1
4338,,4338,25.52669,MOCS2
27304,,27304,26.31847,MOCS3
4340,,4340,26.31847,MOG
116255,,116255,25.52669,MOGAT1
80168,,80168,26.31847,MOGAT2
346606,,346606,26.31847,MOGAT3
7841,,7841,26.31847,MOGS
84315,,84315,26.31847,MON1A
22879,,22879,26.31847,MON1B
23041,,23041,26.31847,MON2
27136,,27136,26.31847,MORC1
22880,,22880,26.31847,MORC2
23515,,23515,25.52669,MORC3
79710,,79710,25.52669,MORC4
10934,,10934,8.489829,MORF4
10933,,10933,25.52669,MORF4L1
9643,,9643,25.52669,MORF4L2
79906,,79906,26.31847,MORN1
729967,,729967,26.31847,MORN2
283385,,283385,26.31847,MORN3
118812,,118812,26.31847,MORN4
254956,,254956,26.31847,MORN5
4342,,4342,25.52669,MOS
64757,,64757,26.31847,MTARC1
54996,,54996,26.31847,MTARC2
56180,,56180,26.31847,MOSPD1
158747,,158747,26.317228,MOSPD2
64598,,64598,26.31847,MOSPD3
4343,,4343,25.52669,MOV10
54456,,54456,26.31847,MOV10L1
26002,,26002,26.31847,MOXD1
9526,,9526,26.31847,MPDU1
8777,,8777,26.31847,MPDZ
219972,,219972,25.52669,MPEG1
4350,,4350,25.525448,MPG
10199,,10199,26.31847,MPHOSPH10
10200,,10200,26.31847,MPHOSPH6
54737,,54737,25.52669,MPHOSPH8
10198,,10198,25.52669,MPHOSPH9
4351,,4351,25.525448,MPI
4352,,4352,25.52669,MPL
84954,,84954,25.52669,MPND
4353,,4353,25.52669,MPO
4354,,4354,25.52669,MPP1
4355,,4355,25.52669,MPP2
4356,,4356,25.52669,MPP3
58538,,58538,25.52669,MPP4
64398,,64398,25.52669,PALS1
51678,,51678,25.525448,PALS2
143098,,143098,25.525448,MPP7
65258,,65258,26.31847,MPPE1
758,,758,26.31847,MPPED1
744,,744,26.31847,MPPED2
23164,,23164,26.31847,MPRIP
4357,,4357,26.31847,MPST
4358,,4358,26.31847,MPV17
255027,,255027,26.31847,MPV17L
84769,,84769,26.31847,MPV17L2
4359,,4359,26.31847,MPZ
9019,,9019,26.31847,MPZL1
10205,,10205,26.31847,MPZL2
196264,,196264,26.31847,MPZL3
3140,,3140,26.31847,MR1
112609,,112609,26.31847,MRAP2
56246,,56246,26.31847,MRAP
22808,,22808,25.52669,MRAS
4360,,4360,26.31847,MRC1
9902,,9902,26.31847,MRC2
4361,,4361,25.525448,MRE11
55686,,55686,26.31847,MREG
93621,,93621,26.31847,MRFAP1
114932,,114932,26.31847,MRFAP1L1
116512,,116512,26.31847,MRGPRD
116534,,116534,26.31847,MRGPRE
116535,,116535,26.31847,MRGPRF
386746,,386746,26.317228,MRGPRG
259249,,259249,26.317228,MRGPRX1
117194,,117194,25.52669,MRGPRX2
117195,,117195,26.31847,MRGPRX3
117196,,117196,26.31847,MRGPRX4
84245,,84245,26.31847,MRI1
79922,,79922,26.31847,MRM1
83876,,83876,26.31847,MRO
78988,,78988,26.31847,MRPL57
124995,,124995,26.31847,MRPL10
65003,,65003,26.31847,MRPL11
6182,,6182,25.52669,MRPL12
28998,,28998,26.31847,MRPL13
64928,,64928,25.52669,MRPL14
29088,,29088,25.52669,MRPL15
65008,,65008,25.52669,MRPL1
54948,,54948,26.31847,MRPL16
63875,,63875,25.52669,MRPL17
29074,,29074,26.31847,MRPL18
9801,,9801,25.52669,MRPL19
55052,,55052,25.525448,MRPL20
219927,,219927,25.52669,MRPL21
29093,,29093,25.52669,MRPL22
6150,,6150,26.31847,MRPL23
79590,,79590,26.31847,MRPL24
51069,,51069,26.31847,MRPL2
51264,,51264,26.31847,MRPL27
10573,,10573,26.31847,MRPL28
51263,,51263,25.52669,MRPL30
11222,,11222,25.52669,MRPL3
64983,,64983,26.31847,MRPL32
9553,,9553,25.52669,MRPL33
64981,,64981,26.31847,MRPL34
51318,,51318,26.31847,MRPL35
64979,,64979,26.31847,MRPL36
51253,,51253,26.31847,MRPL37
64978,,64978,26.31847,MRPL38
54148,,54148,26.31847,MRPL39
64976,,64976,26.31847,MRPL40
64975,,64975,26.31847,MRPL41
28977,,28977,26.31847,MRPL42
359821,,359821,8.489829,MRPL42P5
84545,,84545,25.52669,MRPL43
65080,,65080,25.52669,MRPL44
51073,,51073,25.525448,MRPL4
84311,,84311,26.31847,MRPL45
26589,,26589,26.31847,MRPL46
57129,,57129,26.31847,MRPL47
51642,,51642,26.31847,MRPL48
740,,740,25.52669,MRPL49
54534,,54534,26.31847,MRPL50
51258,,51258,26.31847,MRPL51
122704,,122704,25.52669,MRPL52
116540,,116540,26.31847,MRPL53
116541,,116541,26.31847,MRPL54
128308,,128308,26.31847,MRPL55
65005,,65005,26.31847,MRPL9
55173,,55173,26.31847,MRPS10
64963,,64963,26.31847,MRPS11
6183,,6183,26.317228,MRPS12
63931,,63931,26.31847,MRPS14
64960,,64960,26.31847,MRPS15
51021,,51021,26.31847,MRPS16
51373,,51373,26.317228,MRPS17
55168,,55168,26.317228,MRPS18A
28973,,28973,26.317228,MRPS18B
51023,,51023,26.31847,MRPS18C
